time,equity
2024-01-01 08:00:00,1000.00
2024-01-02 08:00:00,1000.00
2024-01-03 08:00:00,994.69
2024-01-04 08:00:00,984.35
2024-01-05 08:00:00,985.89
2024-01-06 08:00:00,978.54
2024-01-07 08:00:00,978.35
2024-01-08 08:00:00,976.94
2024-01-09 08:00:00,958.76
2024-01-10 08:00:00,930.35
2024-01-11 08:00:00,937.04
2024-01-12 08:00:00,923.95
2024-01-13 08:00:00,906.10
2024-01-14 08:00:00,903.74
2024-01-15 08:00:00,909.90
2024-01-16 08:00:00,901.72
2024-01-17 08:00:00,896.23
2024-01-18 08:00:00,888.60
2024-01-19 08:00:00,876.13
2024-01-20 08:00:00,859.38
2024-01-21 08:00:00,859.62
2024-01-22 08:00:00,848.65
2024-01-23 08:00:00,851.36
2024-01-24 08:00:00,833.64
2024-01-25 08:00:00,842.81
2024-01-26 08:00:00,856.24
2024-01-27 08:00:00,873.08
2024-01-28 08:00:00,884.15
2024-01-29 08:00:00,876.58
2024-01-30 08:00:00,869.74
2024-01-31 08:00:00,865.71
2024-02-01 08:00:00,869.55
2024-02-02 08:00:00,871.98
2024-02-03 08:00:00,869.21
2024-02-04 08:00:00,860.89
2024-02-05 08:00:00,861.45
2024-02-06 08:00:00,858.85
2024-02-07 08:00:00,856.90
2024-02-08 08:00:00,863.35
2024-02-09 08:00:00,874.07
2024-02-10 08:00:00,883.18
2024-02-11 08:00:00,884.50
2024-02-12 08:00:00,878.87
2024-02-13 08:00:00,875.21
2024-02-14 08:00:00,879.32
2024-02-15 08:00:00,915.12
2024-02-16 08:00:00,910.22
2024-02-17 08:00:00,929.98
2024-02-18 08:00:00,951.21
2024-02-19 08:00:00,959.03
2024-02-20 08:00:00,957.64
2024-02-21 08:00:00,959.75
2024-02-22 08:00:00,963.49
2024-02-23 08:00:00,1000.97
2024-02-24 08:00:00,996.66
2024-02-25 08:00:00,1052.15
2024-02-26 08:00:00,1033.91
2024-02-27 08:00:00,1019.25
2024-02-28 08:00:00,1025.90
2024-02-29 08:00:00,1021.59
2024-03-01 08:00:00,1007.61
2024-03-02 08:00:00,1007.14
2024-03-03 08:00:00,1009.98
2024-03-04 08:00:00,970.67
2024-03-05 08:00:00,991.71
2024-03-06 08:00:00,1039.31
2024-03-07 08:00:00,1005.35
2024-03-08 08:00:00,998.49
2024-03-09 08:00:00,1009.32
2024-03-10 08:00:00,1015.44
2024-03-11 08:00:00,1009.23
2024-03-12 08:00:00,1000.80
2024-03-13 08:00:00,993.68
2024-03-14 08:00:00,1004.35
2024-03-15 08:00:00,1001.62
2024-03-16 08:00:00,976.65
2024-03-17 08:00:00,961.55
2024-03-18 08:00:00,969.23
2024-03-19 08:00:00,953.10
2024-03-20 08:00:00,948.20
2024-03-21 08:00:00,962.03
2024-03-22 08:00:00,981.86
2024-03-23 08:00:00,982.25
2024-03-24 08:00:00,963.66
2024-03-25 08:00:00,953.45
2024-03-26 08:00:00,948.35
2024-03-27 08:00:00,950.94
2024-03-28 08:00:00,943.19
2024-03-29 08:00:00,952.53
2024-03-30 08:00:00,955.12
2024-03-31 08:00:00,963.02
2024-04-01 08:00:00,955.25
2024-04-02 08:00:00,940.93
2024-04-03 08:00:00,915.53
2024-04-04 08:00:00,912.26
2024-04-05 08:00:00,906.41
