time,equity
2026-07-22 08:00:00,1000.00
2026-07-23 08:00:00,1000.00
2026-07-24 08:00:00,1031.91
2026-07-25 08:00:00,1050.99
2026-07-26 08:00:00,1060.16
2026-07-27 08:00:00,1095.91
2026-07-28 08:00:00,1077.22
