time,equity
2024-01-01 08:00:00,1000.00
2024-01-02 08:00:00,1000.00
2024-01-03 08:00:00,1000.00
2024-01-04 08:00:00,1032.46
2024-01-05 08:00:00,1003.65
2024-01-06 08:00:00,1003.65
2024-01-07 08:00:00,1003.65
2024-01-08 08:00:00,1003.65
2024-01-09 08:00:00,1006.92
2024-01-10 08:00:00,977.21
2024-01-11 08:00:00,961.30
2024-01-12 08:00:00,969.80
2024-01-13 08:00:00,969.80
2024-01-14 08:00:00,969.80
2024-01-15 08:00:00,969.80
2024-01-16 08:00:00,969.80
2024-01-17 08:00:00,969.80
2024-01-18 08:00:00,969.80
2024-01-19 08:00:00,969.80
2024-01-20 08:00:00,953.80
2024-01-21 08:00:00,953.80
2024-01-22 08:00:00,953.80
2024-01-23 08:00:00,953.80
2024-01-24 08:00:00,959.91
2024-01-25 08:00:00,961.57
2024-01-26 08:00:00,961.57
2024-01-27 08:00:00,961.57
2024-01-28 08:00:00,961.57
2024-01-29 08:00:00,945.57
2024-01-30 08:00:00,949.17
2024-01-31 08:00:00,949.17
2024-02-01 08:00:00,949.17
2024-02-02 08:00:00,949.17
2024-02-03 08:00:00,949.17
2024-02-04 08:00:00,949.17
2024-02-05 08:00:00,949.17
2024-02-06 08:00:00,949.17
2024-02-07 08:00:00,949.17
2024-02-08 08:00:00,951.82
2024-02-09 08:00:00,951.82
2024-02-10 08:00:00,951.82
2024-02-11 08:00:00,957.60
2024-02-12 08:00:00,958.96
2024-02-13 08:00:00,974.21
2024-02-14 08:00:00,974.21
2024-02-15 08:00:00,985.44
2024-02-16 08:00:00,987.53
2024-02-17 08:00:00,992.13
2024-02-18 08:00:00,992.13
2024-02-19 08:00:00,992.13
2024-02-20 08:00:00,992.13
2024-02-21 08:00:00,976.13
2024-02-22 08:00:00,981.89
2024-02-23 08:00:00,981.56
2024-02-24 08:00:00,1020.68
2024-02-25 08:00:00,1020.68
2024-02-26 08:00:00,1020.68
2024-02-27 08:00:00,1008.40
2024-02-28 08:00:00,979.79
2024-02-29 08:00:00,946.61
2024-03-01 08:00:00,921.30
2024-03-02 08:00:00,921.41
2024-03-03 08:00:00,900.78
2024-03-04 08:00:00,877.72
2024-03-05 08:00:00,825.46
2024-03-06 08:00:00,807.61
2024-03-07 08:00:00,748.30
2024-03-08 08:00:00,761.08
2024-03-09 08:00:00,761.08
2024-03-10 08:00:00,761.08
2024-03-11 08:00:00,761.08
2024-03-12 08:00:00,750.74
2024-03-13 08:00:00,710.06
2024-03-14 08:00:00,716.43
2024-03-15 08:00:00,721.99
2024-03-16 08:00:00,736.93
2024-03-17 08:00:00,736.93
2024-03-18 08:00:00,740.20
2024-03-19 08:00:00,737.74
2024-03-20 08:00:00,737.74
2024-03-21 08:00:00,705.74
2024-03-22 08:00:00,705.74
2024-03-23 08:00:00,705.74
2024-03-24 08:00:00,705.74
2024-03-25 08:00:00,705.74
2024-03-26 08:00:00,711.19
2024-03-27 08:00:00,711.19
2024-03-28 08:00:00,713.89
2024-03-29 08:00:00,713.89
2024-03-30 08:00:00,697.89
2024-03-31 08:00:00,697.89
2024-04-01 08:00:00,697.89
2024-04-02 08:00:00,701.82
2024-04-03 08:00:00,705.44
2024-04-04 08:00:00,705.44
2024-04-05 08:00:00,705.44
