symbol,side,entry_time,entry_price,exit_time,exit_price,amount,pnl,pnl_pct,reason,held_bars
1000RATSUSDT,SHORT,2024-01-03 20:00:00,0.2927,2024-01-03 20:05:00,0.269284,341.646737273659,8.00,8.00,TAKE_PROFIT,1
ORDIUSDT,SHORT,2024-01-03 20:05:00,75.892,2024-01-03 20:05:00,69.82064,1.3176619406525063,8.00,8.00,TAKE_PROFIT,0
TRBUSDT,SHORT,2024-01-03 20:05:00,156.518,2024-01-03 20:05:00,143.99656000000002,0.6389041515991771,8.00,8.00,TAKE_PROFIT,0
1000SATSUSDT,SHORT,2024-01-03 20:05:00,0.0006713,2024-01-03 20:05:00,0.000617596,148964.69536719797,8.00,8.00,TAKE_PROFIT,0
1000BONKUSDT,SHORT,2024-01-03 20:05:00,0.01244,2024-01-03 20:05:00,0.0114448,8038.585209003216,8.00,8.00,TAKE_PROFIT,0
FILUSDT,SHORT,2024-01-03 20:15:00,6.152,2024-01-03 20:20:00,6.4596,16.25487646293888,-5.00,-5.00,STOP_LOSS,1
AVAXUSDT,SHORT,2024-01-03 20:15:00,34.281,2024-01-03 20:20:00,35.99505,2.917067763484146,-5.00,-5.00,STOP_LOSS,1
BNBUSDT,SHORT,2024-01-03 20:15:00,298.29,2024-01-03 20:50:00,313.20450000000005,0.33524422541821713,-5.00,-5.00,STOP_LOSS,7
ETHUSDT,SHORT,2024-01-03 20:15:00,2184.85,2024-01-03 21:45:00,2213.47,0.04576973247591368,-1.31,-1.31,MAX_HOLD,18
DOGEUSDT,SHORT,2024-01-03 20:15:00,0.08022,2024-01-03 21:45:00,0.08206,1246.5719272001995,-2.29,-2.29,MAX_HOLD,18
1000RATSUSDT,SHORT,2024-01-04 09:25:00,0.23697,2024-01-04 09:55:00,0.2488185,421.99434527577336,-5.00,-5.00,STOP_LOSS,6
PEOPLEUSDT,SHORT,2024-01-07 07:05:00,0.03905,2024-01-07 07:15:00,0.0372099,2560.819462227913,4.71,4.71,TRAILING_STOP,2
POWRUSDT,SHORT,2024-01-07 17:00:00,0.7693,2024-01-07 17:10:00,0.707756,129.98830105290523,8.00,8.00,TAKE_PROFIT,2
PEOPLEUSDT,SHORT,2024-01-08 00:50:00,0.03945,2024-01-08 00:55:00,0.03874,2534.854245880862,1.80,1.80,TRAILING_STOP,1
1000RATSUSDT,SHORT,2024-01-08 00:55:00,0.2056,2024-01-08 02:25:00,0.21174,486.38132295719845,-2.99,-2.99,MAX_HOLD,18
MASKUSDT,SHORT,2024-01-08 06:25:00,3.831,2024-01-08 07:00:00,4.02255,26.102845210127903,-5.00,-5.00,STOP_LOSS,7
POWRUSDT,SHORT,2024-01-08 06:30:00,0.4869,2024-01-08 07:40:00,0.4784709999999999,205.38098172109264,1.73,1.73,TRAILING_STOP,14
POWRUSDT,SHORT,2024-01-08 09:00:00,0.4121,2024-01-08 09:20:00,0.43270500000000006,242.65954865323948,-5.00,-5.00,STOP_LOSS,4
1000RATSUSDT,SHORT,2024-01-08 10:55:00,0.18933,2024-01-08 11:35:00,0.19879650000000001,528.1783129984683,-5.00,-5.00,STOP_LOSS,8
1000SATSUSDT,SHORT,2024-01-08 11:30:00,0.0005656,2024-01-08 13:00:00,0.0005753,176803.39462517682,-1.71,-1.71,MAX_HOLD,18
PEOPLEUSDT,SHORT,2024-01-09 02:40:00,0.03865,2024-01-09 02:50:00,0.037179449999999996,2587.3221216041397,3.80,3.80,TRAILING_STOP,2
PEOPLEUSDT,SHORT,2024-01-09 04:35:00,0.0337,2024-01-09 05:15:00,0.035385,2967.359050445104,-5.00,-5.00,STOP_LOSS,8
PEOPLEUSDT,SHORT,2024-01-09 19:40:00,0.03556,2024-01-09 20:25:00,0.03527125,2812.14848143982,0.81,0.81,TRAILING_STOP,9
STXUSDT,SHORT,2024-01-10 05:25:00,1.8359,2024-01-10 06:00:00,1.7995949999999998,54.46919766871834,1.98,1.98,TRAILING_STOP,7
ARKMUSDT,SHORT,2024-01-13 06:30:00,0.5404,2024-01-13 07:10:00,0.56742,185.0481125092524,-5.00,-5.00,STOP_LOSS,8
