time,equity
2024-01-01 08:00:00,1000.00
2024-01-02 08:00:00,1000.00
2024-01-03 08:00:00,1000.00
2024-01-04 08:00:00,992.14
2024-01-05 08:00:00,952.14
2024-01-06 08:00:00,932.14
2024-01-07 08:00:00,932.14
2024-01-08 08:00:00,907.64
2024-01-09 08:00:00,935.08
2024-01-10 08:00:00,935.08
2024-01-11 08:00:00,944.50
2024-01-12 08:00:00,968.65
2024-01-13 08:00:00,948.65
2024-01-14 08:00:00,948.65
2024-01-15 08:00:00,948.65
2024-01-16 08:00:00,948.65
2024-01-17 08:00:00,948.65
2024-01-18 08:00:00,948.65
2024-01-19 08:00:00,948.65
2024-01-20 08:00:00,948.65
2024-01-21 08:00:00,940.33
2024-01-22 08:00:00,955.75
2024-01-23 08:00:00,955.75
2024-01-24 08:00:00,955.75
2024-01-25 08:00:00,955.75
2024-01-26 08:00:00,960.49
2024-01-27 08:00:00,960.49
2024-01-28 08:00:00,960.49
2024-01-29 08:00:00,960.49
2024-01-30 08:00:00,960.49
2024-01-31 08:00:00,940.49
2024-02-01 08:00:00,965.72
2024-02-02 08:00:00,965.72
2024-02-03 08:00:00,965.72
2024-02-04 08:00:00,965.72
2024-02-05 08:00:00,965.72
2024-02-06 08:00:00,965.72
2024-02-07 08:00:00,965.72
2024-02-08 08:00:00,972.06
2024-02-09 08:00:00,972.06
2024-02-10 08:00:00,972.06
2024-02-11 08:00:00,972.06
2024-02-12 08:00:00,991.36
2024-02-13 08:00:00,991.36
2024-02-14 08:00:00,991.36
2024-02-15 08:00:00,991.36
2024-02-16 08:00:00,998.11
2024-02-17 08:00:00,1001.02
2024-02-18 08:00:00,1027.54
2024-02-19 08:00:00,1036.86
2024-02-20 08:00:00,1016.86
2024-02-21 08:00:00,976.86
2024-02-22 08:00:00,956.86
2024-02-23 08:00:00,964.03
2024-02-24 08:00:00,939.72
2024-02-25 08:00:00,939.72
2024-02-26 08:00:00,951.14
2024-02-27 08:00:00,961.21
2024-02-28 08:00:00,948.64
2024-02-29 08:00:00,869.82
2024-03-01 08:00:00,829.91
2024-03-02 08:00:00,821.50
2024-03-03 08:00:00,870.79
2024-03-04 08:00:00,837.99
2024-03-05 08:00:00,872.73
2024-03-06 08:00:00,850.16
2024-03-07 08:00:00,830.16
2024-03-08 08:00:00,823.13
2024-03-09 08:00:00,803.13
2024-03-10 08:00:00,812.56
2024-03-11 08:00:00,792.56
2024-03-12 08:00:00,788.61
2024-03-13 08:00:00,728.61
2024-03-14 08:00:00,721.22
2024-03-15 08:00:00,701.22
2024-03-16 08:00:00,681.22
2024-03-17 08:00:00,681.22
2024-03-18 08:00:00,681.22
2024-03-19 08:00:00,697.23
2024-03-20 08:00:00,697.23
2024-03-21 08:00:00,697.23
2024-03-22 08:00:00,697.23
2024-03-23 08:00:00,697.23
2024-03-24 08:00:00,707.94
2024-03-25 08:00:00,707.94
2024-03-26 08:00:00,707.94
2024-03-27 08:00:00,707.94
2024-03-28 08:00:00,707.94
2024-03-29 08:00:00,707.94
2024-03-30 08:00:00,707.94
2024-03-31 08:00:00,707.94
2024-04-01 08:00:00,707.94
2024-04-02 08:00:00,707.94
2024-04-03 08:00:00,707.94
2024-04-04 08:00:00,687.94
2024-04-05 08:00:00,687.94
