time,equity
2024-01-01 08:00:00,1000.00
2024-01-02 08:00:00,1000.00
2024-01-03 08:00:00,1010.49
2024-01-04 08:00:00,1027.92
2024-01-05 08:00:00,1018.08
2024-01-06 08:00:00,1039.74
2024-01-07 08:00:00,1045.09
2024-01-08 08:00:00,1046.12
2024-01-09 08:00:00,1037.27
2024-01-10 08:00:00,1022.47
2024-01-11 08:00:00,1064.48
2024-01-12 08:00:00,1047.22
2024-01-13 08:00:00,1042.35
2024-01-14 08:00:00,1046.01
2024-01-15 08:00:00,1041.50
2024-01-16 08:00:00,1049.78
2024-01-17 08:00:00,1058.22
2024-01-18 08:00:00,1071.20
2024-01-19 08:00:00,1085.53
2024-01-20 08:00:00,1116.69
2024-01-21 08:00:00,1111.67
2024-01-22 08:00:00,1103.60
2024-01-23 08:00:00,1090.29
2024-01-24 08:00:00,1070.41
2024-01-25 08:00:00,1076.33
2024-01-26 08:00:00,1075.20
2024-01-27 08:00:00,1076.09
2024-01-28 08:00:00,1088.25
2024-01-29 08:00:00,1086.31
2024-01-30 08:00:00,1086.97
2024-01-31 08:00:00,1099.80
2024-02-01 08:00:00,1103.14
2024-02-02 08:00:00,1104.49
2024-02-03 08:00:00,1117.52
2024-02-04 08:00:00,1115.89
2024-02-05 08:00:00,1118.54
2024-02-06 08:00:00,1118.79
2024-02-07 08:00:00,1116.36
2024-02-08 08:00:00,1093.44
2024-02-09 08:00:00,1098.09
2024-02-10 08:00:00,1092.64
2024-02-11 08:00:00,1111.85
2024-02-12 08:00:00,1121.22
2024-02-13 08:00:00,1133.95
2024-02-14 08:00:00,1123.12
2024-02-15 08:00:00,1123.96
2024-02-16 08:00:00,1144.67
2024-02-17 08:00:00,1119.72
2024-02-18 08:00:00,1104.82
2024-02-19 08:00:00,1085.51
2024-02-20 08:00:00,1068.74
2024-02-21 08:00:00,1074.48
2024-02-22 08:00:00,1071.80
2024-02-23 08:00:00,1047.94
2024-02-24 08:00:00,1058.01
2024-02-25 08:00:00,1084.64
2024-02-26 08:00:00,1127.86
2024-02-27 08:00:00,1122.67
2024-02-28 08:00:00,1142.45
2024-02-29 08:00:00,1156.62
2024-03-01 08:00:00,1181.32
2024-03-02 08:00:00,1222.14
2024-03-03 08:00:00,1299.87
2024-03-04 08:00:00,1295.79
2024-03-05 08:00:00,1318.47
2024-03-06 08:00:00,1358.65
2024-03-07 08:00:00,1298.61
2024-03-08 08:00:00,1289.14
2024-03-09 08:00:00,1288.83
2024-03-10 08:00:00,1348.79
2024-03-11 08:00:00,1353.15
2024-03-12 08:00:00,1316.24
2024-03-13 08:00:00,1322.72
2024-03-14 08:00:00,1312.74
2024-03-15 08:00:00,1324.11
2024-03-16 08:00:00,1288.67
2024-03-17 08:00:00,1287.07
2024-03-18 08:00:00,1292.48
2024-03-19 08:00:00,1322.93
2024-03-20 08:00:00,1329.41
2024-03-21 08:00:00,1357.46
2024-03-22 08:00:00,1350.97
2024-03-23 08:00:00,1353.05
2024-03-24 08:00:00,1347.47
2024-03-25 08:00:00,1352.85
2024-03-26 08:00:00,1354.66
2024-03-27 08:00:00,1369.47
2024-03-28 08:00:00,1372.59
2024-03-29 08:00:00,1387.37
2024-03-30 08:00:00,1396.48
2024-03-31 08:00:00,1385.24
