time,equity
2024-01-01 08:00:00,1000.00
2024-01-02 08:00:00,1000.00
2024-01-03 08:00:00,1000.00
2024-01-04 08:00:00,1053.03
2024-01-05 08:00:00,1033.03
2024-01-06 08:00:00,1013.03
2024-01-07 08:00:00,1013.03
2024-01-08 08:00:00,1013.03
2024-01-09 08:00:00,993.03
2024-01-10 08:00:00,993.03
2024-01-11 08:00:00,1001.63
2024-01-12 08:00:00,1034.13
2024-01-13 08:00:00,1034.13
2024-01-14 08:00:00,1034.13
2024-01-15 08:00:00,1014.13
2024-01-16 08:00:00,1014.13
2024-01-17 08:00:00,1014.13
2024-01-18 08:00:00,1014.13
2024-01-19 08:00:00,1014.13
2024-01-20 08:00:00,994.13
2024-01-21 08:00:00,994.13
2024-01-22 08:00:00,994.13
2024-01-23 08:00:00,994.13
2024-01-24 08:00:00,974.13
2024-01-25 08:00:00,992.92
2024-01-26 08:00:00,992.92
2024-01-27 08:00:00,992.92
2024-01-28 08:00:00,992.92
2024-01-29 08:00:00,972.92
2024-01-30 08:00:00,972.92
2024-01-31 08:00:00,972.92
2024-02-01 08:00:00,972.92
2024-02-02 08:00:00,972.92
2024-02-03 08:00:00,972.92
2024-02-04 08:00:00,972.92
2024-02-05 08:00:00,972.92
2024-02-06 08:00:00,972.92
2024-02-07 08:00:00,972.92
2024-02-08 08:00:00,952.92
2024-02-09 08:00:00,952.92
2024-02-10 08:00:00,952.92
2024-02-11 08:00:00,993.48
2024-02-12 08:00:00,993.48
2024-02-13 08:00:00,993.48
2024-02-14 08:00:00,1010.83
2024-02-15 08:00:00,1034.85
2024-02-16 08:00:00,1046.77
2024-02-17 08:00:00,1061.86
2024-02-18 08:00:00,1061.86
2024-02-19 08:00:00,1061.86
2024-02-20 08:00:00,1061.86
2024-02-21 08:00:00,1041.86
2024-02-22 08:00:00,1021.86
2024-02-23 08:00:00,1021.86
2024-02-24 08:00:00,1038.38
2024-02-25 08:00:00,1018.38
2024-02-26 08:00:00,1018.38
2024-02-27 08:00:00,992.41
2024-02-28 08:00:00,1052.53
2024-02-29 08:00:00,1033.14
2024-03-01 08:00:00,1076.21
2024-03-02 08:00:00,1110.22
2024-03-03 08:00:00,1183.12
2024-03-04 08:00:00,1143.44
2024-03-05 08:00:00,1197.39
2024-03-06 08:00:00,1184.87
2024-03-07 08:00:00,1136.87
2024-03-08 08:00:00,1128.27
2024-03-09 08:00:00,1108.27
2024-03-10 08:00:00,1108.27
2024-03-11 08:00:00,1108.27
2024-03-12 08:00:00,1068.27
2024-03-13 08:00:00,1028.27
2024-03-14 08:00:00,1038.56
2024-03-15 08:00:00,1018.81
2024-03-16 08:00:00,1004.96
2024-03-17 08:00:00,1004.96
2024-03-18 08:00:00,1015.65
2024-03-19 08:00:00,1026.60
2024-03-20 08:00:00,1026.60
2024-03-21 08:00:00,986.60
2024-03-22 08:00:00,986.60
2024-03-23 08:00:00,986.60
2024-03-24 08:00:00,986.60
2024-03-25 08:00:00,986.60
2024-03-26 08:00:00,986.60
2024-03-27 08:00:00,986.60
2024-03-28 08:00:00,986.60
2024-03-29 08:00:00,986.60
2024-03-30 08:00:00,1004.34
2024-03-31 08:00:00,1004.34
2024-04-01 08:00:00,1004.34
2024-04-02 08:00:00,1004.34
2024-04-03 08:00:00,992.71
